OBJECTID,LST_2015,LST_2020,NDVI_2015
579,29.82812733860,33.20170000000,0.14531400000
580,26.83709578110,30.12000000000,0.51117200000
581,27.35686100580,31.33320000000,0.31143700000
582,25.77545077370,27.75000000000,0.47340700000
583,26.43405241500,27.99920000000,0.50066700000
584,25.85847268050,28.60090000000,0.45987900000
585,26.67642885260,27.35490000000,0.48833400000
586,29.20369485110,31.99770000000,0.35466000000
587,28.45136592540,32.24300000000,0.33380800000
588,28.31774122660,30.68910000000,0.42345000000
589,25.93185911640,24.44490000000,0.56760900000
590,25.92899183000,25.44500000000,0.54395600000
591,25.61723084880,24.93510000000,0.55492300000
592,26.09709445110,24.76980000000,0.49327900000
593,26.77807944190,26.95390000000,0.44173100000
594,27.73929315370,30.86540000000,0.32431600000
595,27.61200057630,29.54610000000,0.50015500000
596,26.42412974200,28.78120000000,0.57565900000
597,25.93252978050,27.80830000000,0.54576900000
598,26.12949831160,29.40370000000,0.57062900000
599,24.95013886260,27.12030000000,0.61194000000
600,29.91842555670,32.85550000000,0.11333300000
601,30.49450710580,34.46240000000,0.09240700000
602,31.02372422370,34.62480000000,0.21519600000
603,30.86485257110,35.06910000000,0.28763900000
604,30.49795510840,34.96780000000,0.37364900000
605,29.30708285490,32.08920000000,0.49637800000
606,25.84295167160,26.13500000000,0.44759200000
607,25.51724701330,24.12610000000,0.57785200000
608,25.34993726630,26.32100000000,0.58421300000
609,25.90180757740,29.69150000000,0.58248200000
610,28.04137038780,31.52780000000,0.50310500000
611,29.43818901260,32.38840000000,0.38875600000
612,27.72065672720,29.66540000000,0.45046000000
613,26.40345698050,29.57600000000,0.50223500000
614,24.15858406330,28.01320000000,0.56495000000
615,24.01807878890,26.36420000000,0.62659700000
616,25.53977007720,28.96940000000,0.57067100000
617,25.49171513680,27.15850000000,0.56650700000
618,26.93091476670,29.81940000000,0.46167700000
619,25.53467025370,28.34730000000,0.60229900000
620,25.84551018950,27.93590000000,0.64407000000
621,27.49979355830,30.62180000000,0.49732200000
622,27.32783150630,32.08220000000,0.49467400000
623,23.72108805280,27.30990000000,0.40812200000
624,28.08260427950,32.94780000000,0.07431000000
625,28.78262710170,32.13810000000,0.31621600000
626,29.33265014950,31.47100000000,0.38544400000
627,28.99852148220,29.63960000000,0.54791800000
628,29.04137887790,31.11140000000,0.40943600000
629,30.14926709740,33.06150000000,0.33829500000
630,25.57467129230,25.88970000000,0.52460600000
631,25.35545407050,25.00340000000,0.46556600000
632,25.69999238020,27.77150000000,0.50801900000
633,27.73311778360,30.46290000000,0.46134900000
634,28.30999255740,31.37830000000,0.44682600000
635,27.59808232310,29.76450000000,0.40507700000
636,28.42864382470,32.10300000000,0.35494500000
637,27.60934948040,29.51090000000,0.44193900000
638,25.68087555950,28.94780000000,0.56138100000
639,24.86830574080,29.44160000000,0.62258600000
640,25.11728203950,27.41020000000,0.62477000000
641,25.30802785950,26.45350000000,0.61544700000
642,23.13408087370,30.41120000000,0.75570700000
643,23.38564251680,27.33190000000,0.77215700000
644,24.86611858680,27.23530000000,0.52720100000
645,25.67049157470,28.64870000000,0.58074400000
646,26.65578817780,26.63490000000,0.43162100000
647,25.53602946630,25.99980000000,0.54375600000
648,29.50183424930,30.49040000000,0.41296000000
649,28.91433247370,30.61800000000,0.40757600000
650,28.59029281580,30.64160000000,0.44465700000
651,28.54754494740,30.27370000000,0.46076200000
652,26.24560841950,27.93580000000,0.51283700000
653,26.27184877440,27.11520000000,0.51429700000
654,26.07971451890,28.82280000000,0.73249400000
655,27.18550395420,28.96560000000,0.53227900000
656,26.87452798610,29.27630000000,0.72362500000
657,27.58674152420,30.67980000000,0.31762500000
658,27.73430770830,30.83530000000,0.47194600000
659,28.17146280530,31.03270000000,0.46793000000
660,28.95556414440,32.25690000000,0.42751100000
661,28.14911575050,31.47870000000,0.66093400000
662,27.20282669720,27.95460000000,0.45934300000
663,29.07589888110,24.65460000000,0.34752900000
664,25.88799668890,28.40590000000,0.55879400000
665,25.07419699790,28.48300000000,0.64683200000
666,28.31274096530,32.43660000000,0.40199900000
667,33.00786949170,36.02340000000,0.17042200000
668,31.86253463110,33.63860000000,0.23421700000
669,27.01282065330,27.12970000000,0.47209300000
670,27.70732167420,29.90080000000,0.54568400000
671,25.25575793390,27.17770000000,0.62790600000
672,25.47991197420,25.02050000000,0.60628800000
673,26.12362908000,25.86720000000,0.63223800000
674,27.21317161100,27.82830000000,0.38230800000
675,26.44243440160,30.28530000000,0.48093600000
676,27.22913499530,28.93860000000,0.39975100000
677,29.10190697290,31.40530000000,0.40363000000
678,30.34417419110,34.25870000000,0.26525700000
679,28.40366513660,31.88770000000,0.36235500000
680,28.36087308320,31.36090000000,0.42326600000
681,28.07359423570,30.89950000000,0.46430300000
682,28.49923293370,31.91820000000,0.47919800000
683,27.80682771630,30.61020000000,0.68022800000
684,24.19354714320,29.37380000000,0.71020800000
685,23.73287926330,28.51610000000,0.74880400000
686,24.07058837110,29.73790000000,0.65849700000
687,26.60307871150,29.14430000000,0.56686100000
688,32.29849419250,36.78730000000,0.40339400000
689,35.10392694840,39.85530000000,0.08814800000
690,31.57454619460,34.10280000000,0.36644000000
691,23.63007355370,24.40910000000,0.67583600000
692,24.10585057580,25.74470000000,0.72742300000
693,22.57415522890,25.18670000000,0.80355000000
694,23.55970589540,23.36100000000,0.70267000000
695,25.60204122680,23.42480000000,0.54691600000
696,27.33399793420,31.42720000000,0.12399900000
697,28.29863968940,33.41200000000,0.46367600000
